#Vcard - LR999924.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999925.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999926.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999927.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999928.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999929.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999930.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999931.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999932.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999933.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999934.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999935.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999936.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999937.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999938.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999939.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999941.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999942.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999943.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999944.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999945.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999946.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999947.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999948.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999949.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999950.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999951.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999952.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.3, degree = as.integer(1))
#Vcard - LR999953.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.5, degree = as.integer(1))
#Vcard - LR999954.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.5, degree = as.integer(1))
#Vcard - LR999955.1 - loess:new("MMLoess", name = "loess", visible = TRUE, persistent = TRUE, color = "#61FF00", span = 0.5, degree = as.integer(1))

"set" "map" "mkr" "phys" "gen" "vld" "loess"
"Vcard" "LR999927.1" "3778" 12852543 24.049 TRUE 6.91
"Vcard" "LR999927.1" "3794" 12907359 24.049 TRUE 6.15
"Vcard" "LR999927.1" "3820" 13340112 27.499 TRUE 6.99
"Vcard" "LR999927.1" "3832" 13409461 28.623 TRUE 7.58
"Vcard" "LR999927.1" "3846" 13456944 28.623 TRUE 5.79
"Vcard" "LR999927.1" "3862" 13513072 29.746 TRUE 7.91
"Vcard" "LR999927.1" "3886" 14183707 36.759 TRUE 6.58
"Vcard" "LR999927.1" "3909" 14316679 37.883 TRUE 6.76
"Vcard" "LR999927.1" "3930" 14434752 37.883 TRUE 6.33
"Vcard" "LR999927.1" "3951" 14462592 37.883 TRUE 6.61
"Vcard" "LR999927.1" "3958" 14495832 35.636 TRUE 6.43
"Vcard" "LR999927.1" "3969" 14685357 37.883 TRUE 6.46
"Vcard" "LR999927.1" "3976" 14852947 39.006 TRUE 6.16
"Vcard" "LR999927.1" "4013" 15263611 39.006 TRUE 6.21
"Vcard" "LR999927.1" "4054" 15375398 42.403 TRUE 5.83
"Vcard" "LR999927.1" "4075" 15598626 41.28 TRUE NA
"Vcard" "LR999928.1" "4102" 136249 3.397 TRUE NA
"Vcard" "LR999928.1" "4110" 155966 3.397 TRUE 1.97
"Vcard" "LR999928.1" "4121" 156526 2.273 TRUE 1.98
"Vcard" "LR999928.1" "4147" 626150 2.273 TRUE 2.05
"Vcard" "LR999928.1" "4150" 657979 3.397 TRUE 2.13
"Vcard" "LR999928.1" "4168" 824627 3.397 TRUE 1.99
"Vcard" "LR999928.1" "4192" 1150546 0 TRUE 2.15
"Vcard" "LR999928.1" "4215" 1299772 2.273 TRUE 2.4
"Vcard" "LR999928.1" "4230" 1335016 3.397 TRUE 2.48
"Vcard" "LR999928.1" "4234" 1412605 3.397 TRUE 2.08
"Vcard" "LR999928.1" "4249" 1532567 4.52 TRUE 1.79
"Vcard" "LR999928.1" "4272" 1940232 4.52 TRUE 3.76
"Vcard" "LR999928.1" "4278" 2052306 6.793 TRUE 3.55
"Vcard" "LR999928.1" "4332" 2329050 6.793 TRUE 3.7
"Vcard" "LR999928.1" "4372" 2610441 9.066 TRUE 3.79
"Vcard" "LR999928.1" "4404" 2745238 9.066 TRUE 3.76
"Vcard" "LR999928.1" "4422" 2759133 9.066 TRUE 3.75
"Vcard" "LR999928.1" "4441" 2882862 9.066 TRUE 3.68
"Vcard" "LR999928.1" "4448" 2953237 9.066 TRUE 3.95
"Vcard" "LR999928.1" "4476" 3324204 9.066 TRUE 4.73
"Vcard" "LR999928.1" "4478" 3735592 12.516 TRUE 4.4
"Vcard" "LR999928.1" "4487" 4268382 13.64 TRUE 3.81
"Vcard" "LR999928.1" "4499" 4606992 18.294 TRUE 4.06
"Vcard" "LR999928.1" "4506" 4812557 18.294 TRUE 3.91
"Vcard" "LR999928.1" "4513" 4822015 18.294 TRUE 3.9
"Vcard" "LR999928.1" "4531" 4839172 18.294 TRUE 3.88
"Vcard" "LR999928.1" "4563" 5206015 18.294 TRUE 3.06
"Vcard" "LR999928.1" "4620" 6040718 21.744 TRUE 2
"Vcard" "LR999928.1" "4635" 6115606 21.744 TRUE 1.96
"Vcard" "LR999928.1" "4665" 6274479 21.744 TRUE 1.93
"Vcard" "LR999928.1" "4684" 6383125 21.744 TRUE 2.12
"Vcard" "LR999928.1" "4699" 6948166 21.744 TRUE 1.41
"Vcard" "LR999928.1" "4707" 6948708 21.744 TRUE 1.41
"Vcard" "LR999928.1" "4733" 7329546 22.868 TRUE 1.27
"Vcard" "LR999928.1" "4760" 7364280 22.868 TRUE 1.25
"Vcard" "LR999928.1" "4763" 7440331 23.991 TRUE 1.21
"Vcard" "LR999928.1" "4825" 8009812 23.991 TRUE 1.36
"Vcard" "LR999928.1" "4847" 8017196 23.991 TRUE 1.36
"Vcard" "LR999928.1" "4876" 8271934 23.991 TRUE 1.39
"Vcard" "LR999928.1" "4886" 8436153 23.991 TRUE 1.58
"Vcard" "LR999928.1" "4907" 9217269 25.115 TRUE 2.01
"Vcard" "LR999928.1" "4912" 9348069 25.115 TRUE 2.12
"Vcard" "LR999928.1" "4937" 9435860 25.115 TRUE 2.2
"Vcard" "LR999928.1" "4963" 9862852 27.388 TRUE 2.72
"Vcard" "LR999928.1" "4967" 9926668 27.388 TRUE 2.81
"Vcard" "LR999928.1" "4987" 10278600 28.512 TRUE 3.13
"Vcard" "LR999928.1" "4990" 10282294 28.512 TRUE 3.13
"Vcard" "LR999928.1" "5013" 10665294 29.635 TRUE 3.72
"Vcard" "LR999928.1" "5033" 10804386 29.635 TRUE 4.49
"Vcard" "LR999928.1" "5064" 11386490 31.882 TRUE 5.7
"Vcard" "LR999928.1" "5067" 11434246 30.759 TRUE 5.87
"Vcard" "LR999928.1" "5085" 11565610 34.156 TRUE 6.34
"Vcard" "LR999928.1" "5096" 11879659 34.156 TRUE 7.49
"Vcard" "LR999928.1" "5102" 11919571 34.156 TRUE 7.64
"Vcard" "LR999928.1" "5108" 11993083 34.156 TRUE 7.48
"Vcard" "LR999928.1" "5121" 12543920 43.943 TRUE 6.83
"Vcard" "LR999928.1" "5164" 13079313 47.392 TRUE 7.05
"Vcard" "LR999928.1" "5170" 13148540 49.666 TRUE 8.06
"Vcard" "LR999928.1" "5193" 13402586 50.789 TRUE 5.26
"Vcard" "LR999928.1" "5201" 13423813 50.789 TRUE 5.16
"Vcard" "LR999928.1" "5237" 13940154 50.789 TRUE 3.48
"Vcard" "LR999928.1" "5282" 14061924 50.789 TRUE 3.24
"Vcard" "LR999928.1" "5323" 14362024 50.789 TRUE 2.94
"Vcard" "LR999928.1" "5348" 14580980 51.913 TRUE 2.81
"Vcard" "LR999928.1" "5359" 14641826 49.666 TRUE 2.78
"Vcard" "LR999928.1" "5364" 15101308 54.186 TRUE 2.69
"Vcard" "LR999928.1" "5381" 15276761 54.186 TRUE 2.72
"Vcard" "LR999928.1" "5404" 15326288 54.186 TRUE 2.65
"Vcard" "LR999928.1" "5426" 15387865 54.186 TRUE 2.58
"Vcard" "LR999928.1" "5449" 15549503 54.186 TRUE 2.57
"Vcard" "LR999928.1" "5475" 15577702 54.186 TRUE NA
"Vcard" "LR999929.1" "5568" 1483984 1.124 TRUE NA
"Vcard" "LR999929.1" "5604" 1724330 0 TRUE 3.88
"Vcard" "LR999929.1" "5651" 2267820 0 TRUE 3.95
"Vcard" "LR999929.1" "5687" 2691315 0 TRUE 3.3
"Vcard" "LR999929.1" "5730" 3558008 9.577 TRUE 4.86
"Vcard" "LR999929.1" "5771" 4042432 9.577 TRUE 3.5
"Vcard" "LR999929.1" "5789" 4281615 9.577 TRUE 4.28
"Vcard" "LR999929.1" "5799" 4562662 10.701 TRUE 2.11
"Vcard" "LR999929.1" "5815" 4883569 12.948 TRUE 1.92
"Vcard" "LR999929.1" "5829" 4943596 11.825 TRUE 1.96
"Vcard" "LR999929.1" "5855" 5311433 12.948 TRUE 1.73
"Vcard" "LR999929.1" "5867" 5391467 12.948 TRUE 2.15
"Vcard" "LR999929.1" "5874" 5628498 12.948 TRUE 1.67
"Vcard" "LR999929.1" "5914" 5664567 12.948 TRUE 1.82
"Vcard" "LR999929.1" "5955" 6070203 12.948 TRUE 4.14
"Vcard" "LR999929.1" "5958" 6176080 12.948 TRUE 3.7
"Vcard" "LR999929.1" "5974" 6731765 18.838 TRUE 6.15
"Vcard" "LR999929.1" "6022" 7189653 18.838 TRUE 6.81
"Vcard" "LR999929.1" "6043" 7300078 21.111 TRUE 6.67
"Vcard" "LR999929.1" "6048" 7828865 26.889 TRUE 5.4
"Vcard" "LR999929.1" "6054" 7881714 25.765 TRUE 1.84
"Vcard" "LR999929.1" "6067" 8009630 26.889 TRUE 3.39
"Vcard" "LR999929.1" "6096" 8224960 26.889 TRUE 4.11
"Vcard" "LR999929.1" "6111" 8418705 26.889 TRUE 0.69
"Vcard" "LR999929.1" "6164" 9202145 25.765 TRUE 0.18
"Vcard" "LR999929.1" "6175" 9210504 26.889 TRUE 0.18
"Vcard" "LR999929.1" "6180" 9454141 26.889 TRUE 0.53
"Vcard" "LR999929.1" "6188" 9501293 26.889 TRUE 0.58
"Vcard" "LR999929.1" "6211" 9859071 26.889 TRUE 0.94
"Vcard" "LR999929.1" "6244" 9883920 26.889 TRUE 0.96
"Vcard" "LR999929.1" "6251" 9966066 26.889 TRUE 1.03
"Vcard" "LR999929.1" "6270" 10352604 28.012 TRUE 1.67
"Vcard" "LR999929.1" "6284" 10847460 28.012 TRUE 1.77
"Vcard" "LR999929.1" "6321" 11596863 30.286 TRUE 2.75
"Vcard" "LR999929.1" "6342" 11680085 30.286 TRUE 2.73
"Vcard" "LR999929.1" "6379" 11941944 30.286 TRUE 2.75
"Vcard" "LR999929.1" "6420" 12492202 33.735 TRUE 2.72
"Vcard" "LR999929.1" "6460" 13021958 34.859 TRUE 2.97
"Vcard" "LR999929.1" "6471" 13052610 34.859 TRUE 2.99
"Vcard" "LR999929.1" "6522" 13689502 34.859 TRUE 3.44
"Vcard" "LR999929.1" "6572" 14391634 37.132 TRUE 3.3
"Vcard" "LR999929.1" "6586" 14695438 40.582 TRUE 3.31
"Vcard" "LR999929.1" "6593" 14808084 40.582 TRUE 3.36
"Vcard" "LR999929.1" "6609" 15207224 42.855 TRUE NA
"Vcard" "LR999930.1" "6673" 133308 1.124 TRUE NA
"Vcard" "LR999930.1" "6682" 173067 1.124 TRUE 0.95
"Vcard" "LR999930.1" "6701" 298609 1.124 TRUE 0.97
"Vcard" "LR999930.1" "6726" 571443 0 TRUE 0.96
"Vcard" "LR999930.1" "6741" 781880 1.124 TRUE 1.05
"Vcard" "LR999930.1" "6762" 1183461 1.124 TRUE 1.24
"Vcard" "LR999930.1" "6771" 1440933 2.247 TRUE 1.2
"Vcard" "LR999930.1" "6804" 1805725 2.247 TRUE 1.65
"Vcard" "LR999930.1" "6815" 2221413 3.371 TRUE 1.61
"Vcard" "LR999930.1" "6816" 2221713 3.371 TRUE 1.61
"Vcard" "LR999930.1" "6818" 2278884 3.371 TRUE 1.63
"Vcard" "LR999930.1" "6836" 2623445 3.371 TRUE 1.77
"Vcard" "LR999930.1" "6841" 2861402 4.494 TRUE 2.16
"Vcard" "LR999930.1" "6863" 3201250 4.494 TRUE 2.03
"Vcard" "LR999930.1" "6916" 3877751 6.768 TRUE 2.19
"Vcard" "LR999930.1" "6971" 4851982 9.041 TRUE 1.19
"Vcard" "LR999930.1" "7007" 5643974 9.041 TRUE 1.52
"Vcard" "LR999930.1" "7039" 5904818 9.041 TRUE 1.66
"Vcard" "LR999930.1" "7046" 6052765 9.041 TRUE 1.48
"Vcard" "LR999930.1" "7062" 6086096 9.041 TRUE 1.84
"Vcard" "LR999930.1" "7103" 6237316 9.041 TRUE 2.01
"Vcard" "LR999930.1" "7144" 6727573 11.288 TRUE 2.76
"Vcard" "LR999930.1" "7157" 6798912 10.164 TRUE 2.86
"Vcard" "LR999930.1" "7204" 7169410 12.412 TRUE 3.14
"Vcard" "LR999930.1" "7234" 7368942 13.535 TRUE 3.25
"Vcard" "LR999930.1" "7278" 8520926 16.985 TRUE 3.55
"Vcard" "LR999930.1" "7289" 8571588 16.985 TRUE 4.03
"Vcard" "LR999930.1" "7321" 9053536 16.985 TRUE 4.69
"Vcard" "LR999930.1" "7387" 9355225 20.435 TRUE 5.32
"Vcard" "LR999930.1" "7399" 9415697 20.435 TRUE 5.34
"Vcard" "LR999930.1" "7426" 10577906 28.888 TRUE 5.9
"Vcard" "LR999930.1" "7438" 10614924 28.888 TRUE 5.91
"Vcard" "LR999930.1" "7483" 11144988 28.888 TRUE 6.63
"Vcard" "LR999930.1" "7589" 11825624 36.043 TRUE 7.33
"Vcard" "LR999930.1" "7622" 12253086 36.043 TRUE 7.32
"Vcard" "LR999930.1" "7643" 12388321 39.493 TRUE 7.96
"Vcard" "LR999930.1" "7713" 13338746 49.28 TRUE 7.61
"Vcard" "LR999930.1" "7735" 13447158 49.28 TRUE 6.43
"Vcard" "LR999930.1" "7768" 13477181 49.28 TRUE 7.17
"Vcard" "LR999930.1" "7778" 13622834 49.28 TRUE 6.76
"Vcard" "LR999930.1" "7856" 14544287 56.435 TRUE 5.51
"Vcard" "LR999930.1" "7887" 14679467 56.435 TRUE 5.67
"Vcard" "LR999930.1" "7908" 14933867 56.435 TRUE 5.58
"Vcard" "LR999930.1" "7917" 15107906 56.435 TRUE 5.26
"Vcard" "LR999930.1" "7944" 15553020 57.559 TRUE NA
"Vcard" "LR999931.1" "7955" 255019 0 TRUE NA
"Vcard" "LR999931.1" "7992" 592887 0 TRUE 5.4
"Vcard" "LR999931.1" "8031" 928089 2.273 TRUE 5.11
"Vcard" "LR999931.1" "8057" 1494465 3.397 TRUE 5.7
"Vcard" "LR999931.1" "8062" 1498776 3.397 TRUE 5.69
"Vcard" "LR999931.1" "8103" 2103473 5.67 TRUE 6.1
"Vcard" "LR999931.1" "8127" 2241203 5.67 TRUE 5.61
"Vcard" "LR999931.1" "8157" 2376428 6.794 TRUE 6.46
"Vcard" "LR999931.1" "8168" 2625059 7.917 TRUE 6.47
"Vcard" "LR999931.1" "8176" 2680487 7.917 TRUE 7.19
"Vcard" "LR999931.1" "8181" 2687309 7.917 TRUE 7.06
"Vcard" "LR999931.1" "8192" 2844843 12.572 TRUE 7.74
"Vcard" "LR999931.1" "8212" 3101306 16.021 TRUE 7.15
"Vcard" "LR999931.1" "8246" 3931951 23.176 TRUE 7.21
"Vcard" "LR999931.1" "8271" 4128472 23.176 TRUE 5.15
"Vcard" "LR999931.1" "8297" 4436590 24.3 TRUE 5.95
"Vcard" "LR999931.1" "8372" 5590785 27.75 TRUE 4.72
"Vcard" "LR999931.1" "8381" 5591103 27.75 TRUE 4.71
"Vcard" "LR999931.1" "8384" 5836869 28.873 TRUE 4.6
"Vcard" "LR999931.1" "8395" 5868432 28.873 TRUE 4.75
"Vcard" "LR999931.1" "8421" 6389391 34.762 TRUE 4.36
"Vcard" "LR999931.1" "8433" 6750007 35.886 TRUE 4.78
"Vcard" "LR999931.1" "8437" 7124324 37.01 TRUE 4.28
"Vcard" "LR999931.1" "8451" 7236043 38.133 TRUE 3.99
"Vcard" "LR999931.1" "8468" 7723351 39.257 TRUE 3.76
"Vcard" "LR999931.1" "8486" 7960423 39.257 TRUE 2.28
"Vcard" "LR999931.1" "8495" 8005818 39.257 TRUE 2.68
"Vcard" "LR999931.1" "8521" 8060012 39.257 TRUE 2.2
"Vcard" "LR999931.1" "8568" 8631342 41.53 TRUE 1.81
"Vcard" "LR999931.1" "8584" 8778198 41.53 TRUE 1.64
"Vcard" "LR999931.1" "8589" 8887937 41.53 TRUE 1.49
"Vcard" "LR999931.1" "8600" 9063010 41.53 TRUE 2.16
"Vcard" "LR999931.1" "8605" 9221319 41.53 TRUE 1.35
"Vcard" "LR999931.1" "8649" 9608818 41.53 TRUE 2.7
"Vcard" "LR999931.1" "8662" 9709037 41.53 TRUE 2.51
"Vcard" "LR999931.1" "8678" 9749556 41.53 TRUE 2.12
"Vcard" "LR999931.1" "8689" 9802726 41.53 TRUE 2.59
"Vcard" "LR999931.1" "8705" 10017695 44.98 TRUE 2.55
"Vcard" "LR999931.1" "8712" 10079687 44.98 TRUE 3.24
"Vcard" "LR999931.1" "8739" 10081902 44.98 TRUE 3.18
"Vcard" "LR999931.1" "8765" 10380899 44.98 TRUE 2.19
"Vcard" "LR999931.1" "8770" 10382575 44.98 TRUE 2.18
"Vcard" "LR999931.1" "8774" 10383551 44.98 TRUE 2.18
"Vcard" "LR999931.1" "8776" 10856431 44.98 TRUE 0.8
"Vcard" "LR999931.1" "8792" 11325365 44.98 TRUE 0.41
"Vcard" "LR999931.1" "8803" 11454148 44.98 TRUE 0.48
"Vcard" "LR999931.1" "8842" 12034923 44.98 TRUE 0.52
"Vcard" "LR999931.1" "8848" 12094012 46.103 TRUE 0.57
"Vcard" "LR999931.1" "8885" 12586650 46.103 TRUE 0.92
"Vcard" "LR999931.1" "8901" 12703224 46.103 TRUE 0.94
"Vcard" "LR999931.1" "8991" 13377343 46.103 TRUE 2.19
"Vcard" "LR999931.1" "9004" 13384294 46.103 TRUE 2.19
"Vcard" "LR999931.1" "9012" 13389228 46.103 TRUE 3.35
"Vcard" "LR999931.1" "9016" 13400299 46.103 TRUE 2.24
"Vcard" "LR999931.1" "9037" 13766981 46.103 TRUE 2.97
"Vcard" "LR999931.1" "9044" 13791594 47.227 TRUE 2.81
"Vcard" "LR999931.1" "9078" 13937175 50.677 TRUE 2.97
"Vcard" "LR999931.1" "9142" 14930331 51.8 TRUE 3.18
"Vcard" "LR999931.1" "9159" 15121152 54.073 TRUE 3.43
"Vcard" "LR999931.1" "9177" 15319055 54.073 TRUE 3.47
"Vcard" "LR999931.1" "9208" 15455197 54.073 TRUE NA
"Vcard" "LR999932.1" "9245" 819637 0 TRUE NA
"Vcard" "LR999932.1" "9263" 1140950 1.124 TRUE 7.63
"Vcard" "LR999932.1" "9298" 1288611 1.124 TRUE 7.63
"Vcard" "LR999932.1" "9316" 1465490 4.57299999999999 TRUE 7.63
"Vcard" "LR999932.1" "9362" 1724302 4.57299999999999 TRUE 7.62
"Vcard" "LR999932.1" "9376" 1820164 5.697 TRUE 7.62
"Vcard" "LR999932.1" "9440" 2955801 18.263 TRUE 7.42
"Vcard" "LR999932.1" "9483" 3447302 18.263 TRUE 6.67
"Vcard" "LR999932.1" "9498" 3599547 18.263 TRUE 6.06
"Vcard" "LR999932.1" "9597" 4607807 27.84 TRUE 4.14
"Vcard" "LR999932.1" "9615" 5165754 27.84 TRUE 2.56
"Vcard" "LR999932.1" "9626" 5371779 26.716 TRUE 3.47
"Vcard" "LR999932.1" "9640" 5668231 27.84 TRUE 0.88
"Vcard" "LR999932.1" "9673" 6007100 27.84 TRUE 0.73
"Vcard" "LR999932.1" "9705" 6082986 28.964 TRUE 0.63
"Vcard" "LR999932.1" "9708" 6181391 28.964 TRUE 0.75
"Vcard" "LR999932.1" "9739" 6255138 28.964 TRUE 0.77
"Vcard" "LR999932.1" "9793" 7234688 28.964 TRUE 0.52
"Vcard" "LR999932.1" "9805" 7591847 28.964 TRUE 0.66
"Vcard" "LR999932.1" "9851" 8215542 30.087 TRUE 0.53
"Vcard" "LR999932.1" "9857" 8464585 30.087 TRUE 0.66
"Vcard" "LR999932.1" "9900" 9072114 30.087 TRUE 0.79
"Vcard" "LR999932.1" "9903" 9072435 30.087 TRUE 0.79
"Vcard" "LR999932.1" "9914" 9303934 30.087 TRUE 0.96
"Vcard" "LR999932.1" "9932" 9373501 30.087 TRUE 1.11
"Vcard" "LR999932.1" "9946" 9554695 31.211 TRUE 1.19
"Vcard" "LR999932.1" "10028" 10562983 32.335 TRUE 0.72
"Vcard" "LR999932.1" "10046" 10629149 32.335 TRUE 0.58
"Vcard" "LR999932.1" "10083" 11046290 32.335 TRUE 0.3
"Vcard" "LR999932.1" "10103" 11116480 32.335 TRUE 0.28
"Vcard" "LR999932.1" "10107" 11390566 32.335 TRUE 0.22
"Vcard" "LR999932.1" "10118" 11432601 32.335 TRUE 0.74
"Vcard" "LR999932.1" "10168" 11784128 32.335 TRUE 0.96
"Vcard" "LR999932.1" "10209" 11951949 32.335 TRUE 1.23
"Vcard" "LR999932.1" "10329" 13778012 39.49 TRUE 5.17
"Vcard" "LR999932.1" "10337" 13891269 39.49 TRUE 4.92
"Vcard" "LR999932.1" "10347" 14197049 44.144 TRUE 4.81
"Vcard" "LR999932.1" "10359" 14207879 45.268 TRUE 4.84
"Vcard" "LR999932.1" "10364" 14248770 45.268 TRUE 4.83
"Vcard" "LR999932.1" "10386" 14411993 45.268 TRUE 4.79
"Vcard" "LR999932.1" "10426" 15354538 47.541 TRUE NA
"Vcard" "LR999933.1" "10467" 780524 0 TRUE NA
"Vcard" "LR999933.1" "10479" 1162765 2.273 TRUE 6.68
"Vcard" "LR999933.1" "10501" 1297164 2.273 TRUE 6.76
"Vcard" "LR999933.1" "10518" 1352907 2.273 TRUE 6.65
"Vcard" "LR999933.1" "10529" 1521807 3.397 TRUE 6.7
"Vcard" "LR999933.1" "10531" 1618929 4.521 TRUE 6.61
"Vcard" "LR999933.1" "10569" 2107276 7.97 TRUE 6.48
"Vcard" "LR999933.1" "10611" 2945714 15.125 TRUE 6.24
"Vcard" "LR999933.1" "10623" 3200770 18.575 TRUE 6.15
"Vcard" "LR999933.1" "10687" 4128722 20.848 TRUE 3.31
"Vcard" "LR999933.1" "10699" 4220209 20.848 TRUE 3.38
"Vcard" "LR999933.1" "10760" 5165732 23.121 TRUE 3.2
"Vcard" "LR999933.1" "10763" 5267013 23.121 TRUE 2.98
"Vcard" "LR999933.1" "10789" 5287831 23.121 TRUE 3.1
"Vcard" "LR999933.1" "10808" 5314198 25.368 TRUE 3.34
"Vcard" "LR999933.1" "10818" 5591334 24.245 TRUE 3.87
"Vcard" "LR999933.1" "10839" 5807627 24.245 TRUE 4.11
"Vcard" "LR999933.1" "10860" 5844571 24.245 TRUE 3.71
"Vcard" "LR999933.1" "10866" 5867386 24.245 TRUE 4.19
"Vcard" "LR999933.1" "10914" 7013520 32.381 TRUE 3.91
"Vcard" "LR999933.1" "10943" 7102622 31.258 TRUE 3.83
"Vcard" "LR999933.1" "10946" 7282517 33.505 TRUE 4.42
"Vcard" "LR999933.1" "10957" 7701782 33.505 TRUE 1.23
"Vcard" "LR999933.1" "10991" 7924457 33.505 TRUE 1.34
"Vcard" "LR999933.1" "11044" 8229456 33.505 TRUE 1
"Vcard" "LR999933.1" "11051" 8340916 33.505 TRUE 0.98
"Vcard" "LR999933.1" "11062" 8565853 34.629 TRUE 0.92
"Vcard" "LR999933.1" "11078" 8764909 34.629 TRUE 1
"Vcard" "LR999933.1" "11083" 8902100 34.629 TRUE 0.95
"Vcard" "LR999933.1" "11106" 9081513 34.629 TRUE 0.74
"Vcard" "LR999933.1" "11113" 9152311 34.629 TRUE 1
"Vcard" "LR999933.1" "11119" 9177077 34.629 TRUE 0.79
"Vcard" "LR999933.1" "11127" 9280792 34.629 TRUE 0.9
"Vcard" "LR999933.1" "11129" 9330541 34.629 TRUE 0.84
"Vcard" "LR999933.1" "11132" 9405140 34.629 TRUE 1.11
"Vcard" "LR999933.1" "11155" 9775747 34.629 TRUE 1.37
"Vcard" "LR999933.1" "11162" 9828699 35.752 TRUE 2.62
"Vcard" "LR999933.1" "11166" 9900238 35.752 TRUE 1.68
"Vcard" "LR999933.1" "11195" 10092765 35.752 TRUE 3.24
"Vcard" "LR999933.1" "11204" 10161905 35.752 TRUE 2.42
"Vcard" "LR999933.1" "11223" 10363414 36.876 TRUE 2.71
"Vcard" "LR999933.1" "11308" 11077481 40.326 TRUE 2.92
"Vcard" "LR999933.1" "11355" 11433558 40.326 TRUE 2.63
"Vcard" "LR999933.1" "11423" 11931877 41.449 TRUE 2.62
"Vcard" "LR999933.1" "11459" 12115599 42.573 TRUE 2.73
"Vcard" "LR999933.1" "11463" 12203681 41.449 TRUE 3.6
"Vcard" "LR999933.1" "11498" 12468529 41.449 TRUE 3.76
