"chrom" "begin" "end" "loess" "wind_2mb" "loess_sd" "wd_sd" "mkr" "chr_length" "chr_type" "rel_pos" "pos_group" "feat_length_CDS" "feat_length_SINE" "feat_length_DNA" "feat_length_LINE" "feat_length_LTR" "feat_length_rpt" "feat_length_gc" "occ_length_CDS" "occ_length_SINE" "occ_length_DNA" "occ_length_LINE" "occ_length_LTR" "occ_length_rpt" "occ_length_gc"
"103" "LR999936.1" 2000001 4000000 1.85666666666667 1.65555555555556 0.154353490404331 0.351216141112247 9 14774369 "Autosome" 0.203054391020016 "3" 72390 184329 65124 302744 38022 799940 0.332372 0.036195 0.0921645 0.032562 0.151372 0.019011 0.39997 0.332372
"104" "LR999936.1" 4000001 6000000 2.662 4.4 0.346871734218861 0.756174583016383 5 14774369 "Autosome" 0.338423962471764 "2" 150419 107537 49741 180341 37850 536081 0.323536 0.0752095 0.0537685 0.0248705 0.0901705 0.018925 0.2680405 0.323536
"105" "LR999936.1" 6000001 8000000 3.845 5.7 0.295753275552444 0.789480842072814 6 14774369 "Autosome" 0.473793533923513 "1" 58993 120836 38703 225664 49984 603218 0.326384 0.0294965 0.060418 0.0193515 0.112832 0.024992 0.301609 0.326384
"106" "LR999936.1" 8000001 10000000 3.58 3.47333333333333 0.151327459504216 0.392598183048946 3 14774369 "Autosome" 0.609163105375262 "2" 77461 138703 76432 267282 38871 736149 0.325262 0.0387305 0.0693515 0.038216 0.133641 0.0194355 0.3680745 0.325262
"107" "LR999936.1" 10000001 12000000 4.63142857142857 4.99714285714286 0.522922192154453 1.32439563934793 7 14774369 "Autosome" 0.74453267682701 "3" 51042 159001 49320 274746 45825 766737 0.326252 0.025521 0.0795005 0.02466 0.137373 0.0229125 0.3833685 0.326252
"108" "LR999936.1" 12000001 14000000 4.28888888888889 4.08888888888889 0.423215206616103 1.07493539857571 9 14774369 "Autosome" 0.879902248278759 "4" 59388 182278 63560 343501 52241 841941 0.336177 0.029694 0.091139 0.03178 0.1717505 0.0261205 0.4209705 0.336177
"109" "LR999936.1" 14000001 14774369 4.68 6.925 NA 0.0777817459305205 2 14774369 "Autosome" 0.973793533923513 "5" 5601 55853 25256 177935 38245 392770 0.354929 0.0072329858245875 0.072127112526457 0.0326149419721089 0.229780634297086 0.0493885989754239 0.507212969527448 0.354929
"110" "LR999937.1" 1 2000000 4.49333333333333 3.64 0.0858778201865883 0.410392765801521 10 14615999 "Autosome" 0.0684182107565826 "5" 63801 171032 66646 398407 68287 938643 0.34601 0.0319005 0.085516 0.033323 0.1992035 0.0341435 0.4693215 0.34601
"111" "LR999937.1" 2000001 4000000 4.836 5.604 0.576220443927496 1.22905654873972 5 14615999 "Autosome" 0.205254563851571 "3" 45825 180996 64241 375969 60394 916474 0.33239 0.0229125 0.090498 0.0321205 0.1879845 0.030197 0.458237 0.33239
"112" "LR999937.1" 4000001 6000000 3.255 2.4275 0.632745341086496 1.505 4 14615999 "Autosome" 0.34209091694656 "2" 89210 129266 40782 204961 19033 548746 0.328733 0.044605 0.064633 0.020391 0.1024805 0.0095165 0.274373 0.328733
"113" "LR999937.1" 6000001 8000000 6.31 5.81846153846154 1.18629675882555 1.62842892667466 13 14615999 "Autosome" 0.478927270041548 "1" 70406 119298 64468 221060 46178 649755 0.320783 0.035203 0.059649 0.032234 0.11053 0.023089 0.3248775 0.320783
"114" "LR999937.1" 8000001 10000000 2.906 2.964 1.24953191235758 2.40462679016932 5 14615999 "Autosome" 0.615763623136537 "2" 28568 132078 45696 248729 52602 704724 0.319205 0.014284 0.066039 0.022848 0.1243645 0.026301 0.352362 0.319205
"115" "LR999937.1" 10000001 12000000 2.44230769230769 2.06153846153846 2.28769590726184 2.3008362470844 13 14615999 "Autosome" 0.752599976231525 "3" 66672 121905 40022 208470 31127 577005 0.322204 0.033336 0.0609525 0.020011 0.104235 0.0155635 0.2885025 0.322204
"116" "LR999937.1" 12000001 14000000 6.925 5.41 0.125830573921179 2.10770016843004 4 14615999 "Autosome" 0.889436329326514 "4" 54088 182200 50699 319518 58975 822909 0.338391 0.027044 0.0911 0.0253495 0.159759 0.0294875 0.4114545 0.338391
"117" "LR999937.1" 14000001 14615999 6.8 5.45 NA 1.11722871427475 2 14615999 "Autosome" 0.978927270041548 "5" 22641 42792 11260 81990 25197 222736 0.344682 0.036754929796964 0.0694676452396838 0.0182792504533287 0.133100865423483 0.0409042871822844 0.361585002573056 0.344682
"118" "LR999938.1" 1 2000000 3.31333333333333 2.4525 0.0404145188432738 2.785 4 14605406 "Autosome" 0.0684678330749587 "5" 35176 183241 68561 346354 55622 848743 0.341935 0.017588 0.0916205 0.0342805 0.173177 0.027811 0.4243715 0.341935
"119" "LR999938.1" 2000001 4000000 3.3675 6.63 0.0649999999999999 0 4 14605406 "Autosome" 0.205403430757077 "3" 60920 181507 62755 281719 36006 744989 0.33198 0.03046 0.0907535 0.0313775 0.1408595 0.018003 0.3724945 0.33198
"120" "LR999938.1" 4000001 6000000 1.785 1.706 0.459885251388261 0.569994152016784 10 14605406 "Autosome" 0.342339028439196 "2" 29787 161721 49743 280060 47458 759265 0.323533 0.0148935 0.0808605 0.0248715 0.14003 0.023729 0.3796325 0.323533
"121" "LR999938.1" 6000001 8000000 2.01666666666667 2.11 0.219393102292058 0 3 14605406 "Autosome" 0.479274626121314 "1" 51139 123282 41264 260227 22959 645765 0.317859 0.0255695 0.061641 0.020632 0.1301135 0.0114795 0.3228825 0.317859
"122" "LR999938.1" 8000001 10000000 0.857 0.546 0.596788628131156 0.470489107206532 10 14605406 "Autosome" 0.616210223803433 "2" 77316 66589 29821 151618 37686 398032 0.318713 0.038658 0.0332945 0.0149105 0.075809 0.018843 0.199016 0.318713
"123" "LR999938.1" 10000001 12000000 1.41 1.39384615384615 1.56413980619807 1.48374828537693 14 14605406 "Autosome" 0.753145821485551 "3" 67971 87854 37146 175531 21969 472851 0.320241 0.0339855 0.043927 0.018573 0.0877655 0.0109845 0.2364255 0.320241
"124" "LR999938.1" 12000001 14000000 4.765 4.24857142857143 0.295550334122633 1.85531155129831 7 14605406 "Autosome" 0.89008141916767 "4" 84284 160837 76986 292738 59463 768567 0.334888 0.042142 0.0804185 0.038493 0.146369 0.0297315 0.3842835 0.334888
"125" "LR999938.1" 14000001 14605406 NA NA NA NA 0 14605406 "Autosome" 0.979274626121314 "5" 28159 38613 17923 77070 4023 193166 0.354574 0.0465125882465651 0.0637803391443098 0.029604926280876 0.127302999970268 0.00664512740210702 0.319068525914841 0.354574
"126" "LR999939.1" 1 2000000 4.66333333333333 6.825 0.0115470053837923 0.190918830920368 4 13916383 "Autosome" 0.0718577880473683 "5" 59909 178854 50390 283874 22667 741338 0.335182 0.0299545 0.089427 0.025195 0.141937 0.0113335 0.370669 0.335182
"127" "LR999939.1" 2000001 4000000 4.84571428571429 3.2 0.24595779738654 1.42658099431239 7 13916383 "Autosome" 0.215573292284353 "3" 32417 187095 54494 348327 44321 836218 0.324288 0.0162085 0.0935475 0.027247 0.1741635 0.0221605 0.418109 0.324288
"128" "LR999939.1" 4000001 6000000 3.929 3.696 0.451502430164495 0.502664014139774 10 13916383 "Autosome" 0.359288796521337 "2" 58153 133662 42500 227795 25387 603745 0.319077 0.0290765 0.066831 0.02125 0.1138975 0.0126935 0.3018725 0.319077
"129" "LR999939.1" 6000001 8000000 3.3375 3.3625 0.596795011469001 1.00186611594849 8 13916383 "Autosome" 0.503004300758322 "1" 92563 93253 43993 172526 35948 483193 0.317629 0.0462815 0.0466265 0.0219965 0.086263 0.017974 0.2415965 0.317629
"130" "LR999939.1" 8000001 10000000 3.467 3.687 1.13865466426149 1.51416313520043 10 13916383 "Autosome" 0.646719804995307 "2" 86941 111990 34469 185498 17985 504618 0.316262 0.0434705 0.055995 0.0172345 0.092749 0.0089925 0.252309 0.316262
"131" "LR999939.1" 10000001 12000000 3.055 3.192 0.335269377598903 0.601900693174916 10 13916383 "Autosome" 0.790435309232291 "3" 82258 150176 59589 248347 55677 717973 0.327677 0.041129 0.075088 0.0297945 0.1241735 0.0278385 0.3589865 0.327677
"132" "LR999939.1" 12000001 13916383 2.436 1.75833333333333 0.149599465239686 0.985340888559217 6 13916383 "Autosome" 0.93114654863983 "5" 44990 182295 68497 359123 38804 856558 0.347651 0.0234765180029253 0.0951245132105639 0.035742855159955 0.187396256385075 0.020248562004568 0.44696597705156 0.347651
"133" "LR999940.1" 1 2000000 NA NA NA NA 0 13819298 "W" 0.0723626120516397 "5" 0 10975 51449 936641 294695 1479581 0.373277 0 0.0054875 0.0257245 0.4683205 0.1473475 0.7397905 0.373277
"134" "LR999940.1" 2000001 4000000 NA NA NA NA 0 13819298 "W" 0.217087763792343 "3" 0 16441 66437 917285 305878 1477917 0.375773 0 0.0082205 0.0332185 0.4586425 0.152939 0.7389585 0.375773
"135" "LR999940.1" 4000001 6000000 NA NA NA NA 0 13819298 "W" 0.361812915533047 "2" 0 16819 79552 799410 283452 1355973 0.368288 0 0.0084095 0.039776 0.399705 0.141726 0.6779865 0.368288
"136" "LR999940.1" 6000001 8000000 NA NA NA NA 0 13819298 "W" 0.50653806727375 "1" 0 17710 78341 676626 274330 1194742 0.364058 0 0.008855 0.0391705 0.338313 0.137165 0.597371 0.364058
"137" "LR999940.1" 8000001 10000000 NA NA NA NA 0 13819298 "W" 0.651263219014454 "2" 0 19005 52078 917670 309516 1436880 0.369714 0 0.0095025 0.026039 0.458835 0.154758 0.71844 0.369714
"138" "LR999940.1" 10000001 12000000 NA NA NA NA 0 13819298 "W" 0.795988370755157 "3" 0 16400 60080 892956 246450 1398622 0.365091 0 0.0082 0.03004 0.446478 0.123225 0.699311 0.365091
"139" "LR999940.1" 12000001 13819298 NA NA NA NA 0 13819298 "W" 0.934175491403398 "5" 0 13492 45903 860467 275324 1333447 0.373158 0 0.00741604728856955 0.0252311605905135 0.472966495868187 0.151335295262239 0.732945894515357 0.373158
"140" "LR999941.1" 1 2000000 7.17333333333333 9.8275 0.186100331362771 3.87466450160527 4 13774036 "Autosome" 0.0726003983146262 "5" 56617 155872 43138 239011 26834 622859 0.334347 0.0283085 0.077936 0.021569 0.1195055 0.013417 0.3114295 0.334347
"141" "LR999941.1" 2000001 4000000 5.23714285714286 5.15428571428571 0.572966383124243 1.00009761428334 7 13774036 "Autosome" 0.217801122343516 "3" 63225 163892 62408 271903 38503 747744 0.328401 0.0316125 0.081946 0.031204 0.1359515 0.0192515 0.373872 0.328401
"142" "LR999941.1" 4000001 6000000 5.35444444444444 5.17777777777778 2.25646355560593 2.66121108603666 9 13774036 "Autosome" 0.363001846372407 "2" 71862 142771 37526 221951 26275 607800 0.324996 0.035931 0.0713855 0.018763 0.1109755 0.0131375 0.3039 0.324996
"143" "LR999941.1" 6000001 8000000 3.26285714285714 4.11714285714286 0.758808589955646 1.72335635979827 7 13774036 "Autosome" 0.508202570401297 "1" 146402 103003 51591 219827 46471 599852 0.325381 0.073201 0.0515015 0.0257955 0.1099135 0.0232355 0.299926 0.325381
"144" "LR999941.1" 8000001 10000000 1.92 1.89166666666667 0.429837178475757 0.594690395640174 6 13774036 "Autosome" 0.653403294430187 "2" 129767 97020 41104 174094 14392 466689 0.322799 0.0648835 0.04851 0.020552 0.087047 0.007196 0.2333445 0.322799
"145" "LR999941.1" 10000001 12000000 2.924 2.914 0.217324641953001 0.746511888719798 5 13774036 "Autosome" 0.798604018459078 "3" 69627 145226 48211 264800 25054 675655 0.325976 0.0348135 0.072613 0.0241055 0.1324 0.012527 0.3378275 0.325976
"146" "LR999941.1" 12000001 13774036 2.72333333333333 1.945 0.0981495457622363 1.10855762141623 4 13774036 "Autosome" 0.935602208386852 "5" 75178 147632 51136 256733 34339 633246 0.341165 0.042376817606858 0.0832181534083863 0.0288246687214916 0.144716905406655 0.0193564279417103 0.356952170079976 0.341165
"147" "LR999942.1" 1 2000000 4.02375 4.27111111111111 0.136898032960928 0.519746198746187 9 13550656 "Autosome" 0.0737972021428335 "5" 37842 173487 52376 334364 40872 797667 0.337422 0.018921 0.0867435 0.026188 0.167182 0.020436 0.3988335 0.337422
"148" "LR999942.1" 2000001 4000000 4.378 4.736 0.161771443709945 0.683359349098262 5 13550656 "Autosome" 0.221391532631335 "3" 77317 154227 60158 278973 26610 715983 0.331106 0.0386585 0.0771135 0.030079 0.1394865 0.013305 0.3579915 0.331106
"149" "LR999942.1" 4000001 6000000 3.9 4.34222222222222 1.02073502928037 2.29278639311307 9 13550656 "Autosome" 0.368985863119837 "2" 137123 87420 43096 165990 25216 460203 0.325684 0.0685615 0.04371 0.021548 0.082995 0.012608 0.2301015 0.325684
"150" "LR999942.1" 6000001 8000000 0.495833333333333 0.4975 0.685054189407117 0.641803212547556 12 13550656 "Autosome" 0.516580193608339 "1" 76415 134122 37920 208864 50429 578839 0.31927 0.0382075 0.067061 0.01896 0.104432 0.0252145 0.2894195 0.31927
"151" "LR999942.1" 8000001 10000000 3.665 7.3425 0.754210403888287 1.885 4 13550656 "Autosome" 0.664174524096841 "2" 70893 165522 52880 289749 39897 726064 0.327381 0.0354465 0.082761 0.02644 0.1448745 0.0199485 0.363032 0.327381
"152" "LR999942.1" 10000001 12000000 5.4475 6.45 0.160286202358989 1.04740950285295 4 13550656 "Autosome" 0.811768854585343 "4" 78094 168986 65695 264954 25832 749748 0.33404 0.039047 0.084493 0.0328475 0.132477 0.012916 0.374874 0.33404
"153" "LR999942.1" 12000001 13550656 5.67333333333333 6.1325 0.0513160143944691 2.12631723879575 4 13550656 "Autosome" 0.942783028364088 "5" 60104 131163 43985 219132 28954 562074 0.343497 0.0387603698047794 0.0845854915597012 0.0283654143794626 0.14131567543027 0.0186720974864831 0.362474978331751 0.343497
"154" "LR999943.1" 1 2000000 3.27428571428571 0.73 0.0574041644415986 0 8 13236624 "Autosome" 0.0755480022700652 "5" 57359 177550 59448 347759 61970 854564 0.344968 0.0286795 0.088775 0.029724 0.1738795 0.030985 0.427282 0.344968
"155" "LR999943.1" 2000001 4000000 2.67 2.76333333333333 0.113578166916006 0.0981495457622363 3 13236624 "Autosome" 0.226643931262231 "3" 100579 168701 58261 267637 21064 739717 0.328371 0.0502895 0.0843505 0.0291305 0.1338185 0.010532 0.3698585 0.328371
"156" "LR999943.1" 4000001 6000000 2.243 2.247 0.372709299886952 0.533146842394809 10 13236624 "Autosome" 0.377739860254397 "2" 101658 138838 46109 207091 41046 598046 0.325788 0.050829 0.069419 0.0230545 0.1035455 0.020523 0.299023 0.325788
"157" "LR999943.1" 6000001 8000000 5.25888888888889 5.56555555555556 0.399231901419602 0.75926133694386 9 13236624 "Autosome" 0.528835789246563 "1" 88861 140758 41985 240424 42838 686835 0.320642 0.0444305 0.070379 0.0209925 0.120212 0.021419 0.3434175 0.320642
"158" "LR999943.1" 8000001 10000000 3.46625 3.8 0.325266374354489 0.690279446518375 8 13236624 "Autosome" 0.679931718238729 "2" 112832 129468 58588 196279 26955 576234 0.326297 0.056416 0.064734 0.029294 0.0981395 0.0134775 0.288117 0.326297
"159" "LR999943.1" 10000001 12000000 4.02 2.705 1.15922387829099 0.907909687138539 4 13236624 "Autosome" 0.831027647230895 "4" 48995 191924 63964 308786 34147 800679 0.329942 0.0244975 0.095962 0.031982 0.154393 0.0170735 0.4003395 0.329942
"160" "LR999943.1" 12000001 13236624 5.03 12.1733333333333 0.395979797464466 3.35440506399173 3 13236624 "Autosome" 0.95328782475048 "5" 24508 109422 30322 185633 26311 459204 0.3394 0.0198184735214584 0.0884844544501805 0.0245199834387817 0.150112726261176 0.0212764753069648 0.371336800838412 0.3394
"161" "LR999944.1" 1 2000000 NA NA NA NA 0 12933853 "Autosome" 0.077316519679016 "5" 50014 193497 76206 437704 64713 996267 0.349288 0.025007 0.0967485 0.038103 0.218852 0.0323565 0.4981335 0.349288
"162" "LR999944.1" 2000001 4000000 2.455 2.07 0.00707106781186532 1.79774859198944 3 12933853 "Autosome" 0.231949481720567 "3" 42478 166849 156967 285254 63801 881319 0.335411 0.021239 0.0834245 0.0784835 0.142627 0.0319005 0.4406595 0.335411
"163" "LR999944.1" 4000001 6000000 2.675 4.455 0.17710637105047 2.97 4 12933853 "Autosome" 0.386582443762118 "2" 57826 149879 73599 238102 36561 718445 0.327038 0.028913 0.0749395 0.0367995 0.119051 0.0182805 0.3592225 0.327038
"164" "LR999944.1" 6000001 8000000 0.907142857142857 1.89571428571429 1.13261812166494 2.1052621146614 7 12933853 "Autosome" 0.541215405803669 "1" 55860 122367 90234 286562 123361 823092 0.335956 0.02793 0.0611835 0.045117 0.143281 0.0616805 0.411546 0.335956
"165" "LR999944.1" 8000001 10000000 5.595 7.181 1.94644547830141 0.888875069337018 10 12933853 "Autosome" 0.69584836784522 "2" 45380 188684 65967 284542 25852 763055 0.330133 0.02269 0.094342 0.0329835 0.142271 0.012926 0.3815275 0.330133
"166" "LR999944.1" 10000001 12000000 5.23 5.33 0.608002192978501 0.746234994265658 4 12933853 "Autosome" 0.850481329886771 "4" 45418 149587 114821 288642 98447 886543 0.340062 0.022709 0.0747935 0.0574105 0.144321 0.0492235 0.4432715 0.340062
"167" "LR999944.1" 12000001 12933853 5.795 6.58333333333333 0.00707106781186532 0.513841739578767 3 12933853 "Autosome" 0.963898924782893 "5" 40291 37207 19283 80919 9116 242618 0.344186 0.0431449061040656 0.0398424591450689 0.0206488601525079 0.086650682709163 0.00976170767776085 0.259803202431218 0.344186
"168" "LR999945.1" 1 2000000 4.935 4.97111111111111 0.209079615731151 1.93579082318083 9 12861081 "Autosome" 0.0777540006162779 "5" 97366 138505 62360 244478 25682 633720 0.349962 0.048683 0.0692525 0.03118 0.122239 0.012841 0.31686 0.349962
"169" "LR999945.1" 2000001 4000000 6.135 5.31833333333333 1.88541507366415 2.39968678511731 6 12861081 "Autosome" 0.233261924094872 "3" 66313 194191 61159 324694 43132 821776 0.337695 0.0331565 0.0970955 0.0305795 0.162347 0.021566 0.410888 0.337695
"170" "LR999945.1" 4000001 6000000 5.32272727272727 5.53272727272727 1.47562251886511 1.71881407318587 11 12861081 "Autosome" 0.388769847573466 "2" 159280 116960 54304 217435 23524 575374 0.324908 0.07964 0.05848 0.027152 0.1087175 0.011762 0.287687 0.324908
"171" "LR999945.1" 6000001 8000000 3.604 2.7 0.392275413453354 0.822739326883066 5 12861081 "Autosome" 0.54427777105206 "1" 115584 144164 65318 233710 37510 674687 0.32947 0.057792 0.072082 0.032659 0.116855 0.018755 0.3373435 0.32947
"172" "LR999945.1" 8000001 10000000 2.7525 4.9125 0.258247297501187 1.22181217869196 4 12861081 "Autosome" 0.699785694530654 "2" 88196 142326 51769 266164 37047 660396 0.333136 0.044098 0.071163 0.0258845 0.133082 0.0185235 0.330198 0.333136
"173" "LR999945.1" 10000001 12000000 3.8375 5.26 0.335293048796763 0.786674737650284 8 12861081 "Autosome" 0.855293618009248 "4" 34829 186294 54593 306960 38482 787336 0.327318 0.0174145 0.093147 0.0272965 0.15348 0.019241 0.393668 0.327318
"174" "LR999945.1" 12000001 12861081 3.36666666666667 2.905 0.111504857891185 0.05 4 12861081 "Autosome" 0.966523809312763 "5" 10823 67321 16635 122176 21574 295516 0.342283 0.0125690846737996 0.0781819596530408 0.0193187400488456 0.141886767911497 0.0250545535205167 0.343191871612543 0.342283
"175" "LR999946.1" 1 2000000 5.07 4.55 0.0355902608401044 0.206881608655772 5 12594674 "Autosome" 0.0793986807439399 "5" 72637 126177 100870 427654 59789 896533 0.369426 0.0363185 0.0630885 0.050435 0.213827 0.0298945 0.4482665 0.369426
"176" "LR999946.1" 2000001 4000000 7.465 6.51 1.50613744392735 3.3375440072005 2 12594674 "Autosome" 0.238195962833179 "3" 47398 220037 74136 361746 51378 936936 0.333687 0.023699 0.1100185 0.037068 0.180873 0.025689 0.468468 0.333687
"177" "LR999946.1" 4000001 6000000 5.45 5.83166666666667 1.44560022136136 2.01608944907379 6 12594674 "Autosome" 0.396993244922417 "2" 87632 155483 59668 234366 22446 675056 0.328809 0.043816 0.0777415 0.029834 0.117183 0.011223 0.337528 0.328809
"178" "LR999946.1" 6000001 8000000 2.83 3.95666666666667 1.58588776399845 0.894106630479087 7 12594674 "Autosome" 0.555790527011656 "1" 133317 130255 53348 228995 39805 614761 0.322374 0.0666585 0.0651275 0.026674 0.1144975 0.0199025 0.3073805 0.322374
"179" "LR999946.1" 8000001 10000000 2.85272727272727 2.98818181818182 0.471000868557393 0.0813410329192077 11 12594674 "Autosome" 0.714587809100895 "3" 59301 157348 54186 251856 39863 676127 0.323865 0.0296505 0.078674 0.027093 0.125928 0.0199315 0.3380635 0.323865
"180" "LR999946.1" 10000001 12000000 4.76 1.6 NA NA 1 12594674 "Autosome" 0.873385091190133 "4" 40930 177977 52745 316818 31253 759650 0.32677 0.020465 0.0889885 0.0263725 0.158409 0.0156265 0.379825 0.32677
"181" "LR999946.1" 12000001 12594674 NA 1.6 NA NA 1 12594674 "Autosome" 0.976391885967037 "5" 20015 33086 8274 83910 7098 185691 0.344424 0.033657096156886 0.0556372062676357 0.0139135055509405 0.141102520036188 0.011935951462482 0.312256799523773 0.344424
"182" "LR999947.1" 1 2000000 8.03333333333333 4.63 0.0986576572463249 2.54 4 11704087 "Autosome" 0.0854402825269498 "5" 49166 203887 79908 381142 55405 934268 0.341985 0.024583 0.1019435 0.039954 0.190571 0.0277025 0.467134 0.341985
"183" "LR999947.1" 2000001 4000000 3.84 3.72166666666667 1.5043669765054 1.7692305295429 6 11704087 "Autosome" 0.25632076214061 "3" 30402 231055 67506 379203 29317 951438 0.334886 0.015201 0.1155275 0.033753 0.1896015 0.0146585 0.475719 0.334886
"184" "LR999947.1" 4000001 6000000 3.4875 3.87 2.8311643658867 3.27879042737816 4 11704087 "Autosome" 0.427201241754269 "1" 54633 178741 63285 346158 40939 885686 0.327668 0.0273165 0.0893705 0.0316425 0.173079 0.0204695 0.442843 0.327668
"185" "LR999947.1" 6000001 8000000 4.368 4.376 3.19003448257225 3.2501507657338 5 11704087 "Autosome" 0.598081721367929 "1" 43643 206719 71112 383053 60611 937828 0.332507 0.0218215 0.1033595 0.035556 0.1915265 0.0303055 0.468914 0.332507
"186" "LR999947.1" 8000001 10000000 4.02 4.495 0.5939696961967 1.54856385079854 2 11704087 "Autosome" 0.768962200981589 "3" 54169 199714 76882 334924 39207 875472 0.331353 0.0270845 0.099857 0.038441 0.167462 0.0196035 0.437736 0.331353
"187" "LR999947.1" 10000001 11704087 3.83 4.04666666666667 0.0565685424949239 1.48264403459945 3 11704087 "Autosome" 0.927201241754269 "5" 40283 168985 39818 302749 42717 703344 0.339444 0.023639051292569 0.0991645379607966 0.0233661779005415 0.177660530242881 0.0250673821230958 0.412739490413342 0.339444
"188" "LR999948.1" 1 2000000 NA NA NA NA 1 11326783 "Autosome" 0.0882863651576975 "5" 37174 198499 64110 489280 53050 1007242 0.356239 0.018587 0.0992495 0.032055 0.24464 0.026525 0.503621 0.356239
"189" "LR999948.1" 2000001 4000000 4.1525 4.315 2.24073462656038 0.867236991830953 4 11326783 "Autosome" 0.264859007186771 "3" 50038 182283 91165 369969 66064 938111 0.336686 0.025019 0.0911415 0.0455825 0.1849845 0.033032 0.4690555 0.336686
"190" "LR999948.1" 4000001 6000000 1.735 3.40833333333333 1.91519972848787 0.983797065794906 6 11326783 "Autosome" 0.441431649215845 "1" 48738 192935 69803 325859 52137 880798 0.327785 0.024369 0.0964675 0.0349015 0.1629295 0.0260685 0.440399 0.327785
"191" "LR999948.1" 6000001 8000000 4.69333333333333 3.96 2.82461088765633 0.874779972335901 6 11326783 "Autosome" 0.618004291244919 "2" 66021 141702 58363 270928 29086 702671 0.325328 0.0330105 0.070851 0.0291815 0.135464 0.014543 0.3513355 0.325328
"192" "LR999948.1" 8000001 10000000 3.07 3.0025 2.69021684380027 6.005 4 11326783 "Autosome" 0.794576933273993 "3" 47130 209387 75987 367658 34594 905500 0.336587 0.023565 0.1046935 0.0379935 0.183829 0.017297 0.45275 0.336587
"193" "LR999948.1" 10000001 11326783 NA 12.01 NA NA 1 11326783 "Autosome" 0.941431649215845 "5" 43866 129010 40992 251558 24153 560021 0.34841 0.0330619249719057 0.0972351921904336 0.0308957832592067 0.189599957189684 0.0182041825980586 0.422089369550258 0.34841
"194" "LR999949.1" 1 2000000 3.87 2.59 NA 0 2 11199261 "Autosome" 0.0892916505830161 "5" 70698 160566 49791 473340 39001 922707 0.364682 0.035349 0.080283 0.0248955 0.23667 0.0195005 0.4613535 0.364682
"195" "LR999949.1" 2000001 4000000 3.336 2.676 1.71454950351397 1.18009745360288 5 11199261 "Autosome" 0.267874862457443 "3" 55408 178960 61059 312268 33762 793892 0.333807 0.027704 0.08948 0.0305295 0.156134 0.016881 0.396946 0.333807
"196" "LR999949.1" 4000001 6000000 8.934 4.906 7.77482990167631 0.262640438622844 5 11199261 "Autosome" 0.446458074331869 "1" 71832 155268 82779 281549 51508 794167 0.331168 0.035916 0.077634 0.0413895 0.1407745 0.025754 0.3970835 0.331168
"197" "LR999949.1" 6000001 8000000 3.41 4.025 0.254558441227157 1.42128463018496 3 11199261 "Autosome" 0.625041286206295 "2" 75817 154951 144220 316444 58755 914852 0.34672 0.0379085 0.0774755 0.07211 0.158222 0.0293775 0.457426 0.34672
"198" "LR999949.1" 8000001 10000000 NA NA NA NA 0 11199261 "Autosome" 0.803624498080722 "4" 52271 235723 97791 440496 57297 1088220 0.344896 0.0261355 0.1178615 0.0488955 0.220248 0.0286485 0.54411 0.344896
"199" "LR999949.1" 10000001 11199261 NA NA NA NA 0 11199261 "Autosome" 0.946458074331869 "5" 50060 117502 38043 239442 25908 539801 0.35407 0.0417423730113795 0.0979786718654238 0.031722035486854 0.199657956024585 0.0216033040347347 0.450111360246018 0.35407
"200" "LR999950.1" 1 2000000 5.252 4.464 0.947085001465022 2.41828038076647 6 9960137 "Autosome" 0.100400275618699 "4" 73833 176576 64722 359799 53541 871769 0.345187 0.0369165 0.088288 0.032361 0.1798995 0.0267705 0.4358845 0.345187
"201" "LR999950.1" 2000001 4000000 8.17090909090909 7.35454545454545 2.46126574975338 0.976026266412576 11 9960137 "Autosome" 0.301200726455871 "2" 66279 178507 58853 285211 38772 751934 0.334746 0.0331395 0.0892535 0.0294265 0.1426055 0.019386 0.375967 0.334746
"202" "LR999950.1" 4000001 6000000 6.005 6.29333333333333 2.85228855482751 2.73806257537454 6 9960137 "Autosome" 0.502001177293043 "1" 45003 181628 60246 263734 35263 716411 0.331243 0.0225015 0.090814 0.030123 0.131867 0.0176315 0.3582055 0.331243
"203" "LR999950.1" 6000001 8000000 8.04333333333333 8.45555555555556 1.05242576935383 1.05735650458007 9 9960137 "Autosome" 0.702801628130216 "3" 87362 167870 50558 248355 38035 667079 0.327026 0.043681 0.083935 0.025279 0.1241775 0.0190175 0.3335395 0.327026
"204" "LR999950.1" 8000001 9960137 2.85125 2.62777777777778 0.21403854793004 0.854718927159358 9 9960137 "Autosome" 0.901600951874457 "5" 53296 199264 61075 339104 63250 853923 0.341348 0.0271899362136422 0.101658200421705 0.031158536367611 0.173000152540358 0.032268152685246 0.435644549335072 0.341348
"205" "LR999951.1" 1 2000000 7.95666666666667 6.61285714285714 1.83214264364614 1.39338573608452 7 9839934 "Autosome" 0.101626748715997 "4" 26136 241351 71947 410681 43172 993680 0.33768 0.013068 0.1206755 0.0359735 0.2053405 0.021586 0.49684 0.33768
"206" "LR999951.1" 2000001 4000000 5.78666666666667 4.93333333333333 3.23838025356299 0.648958139379318 6 9839934 "Autosome" 0.304880144521295 "2" 86870 169795 69883 357527 82678 898396 0.3379 0.043435 0.0848975 0.0349415 0.1787635 0.041339 0.449198 0.3379
